col1 = Filename
col2 = Percent correct ID
col3 = Number (out of 20) heard as iy
col4 = Number (out of 20) heard as ih
col5 = Number (out of 20) heard as ei
col6 = Number (out of 20) heard as eh
col7 = Number (out of 20) heard as ae
col8 = Number (out of 20) heard as ah
col9 = Number (out of 20) heard as aw
col10= Number (out of 20) heard as oa
col11= Number (out of 20) heard as oo
col12= Number (out of 20) heard as uw
col13= Number (out of 20) heard as uh
col14= Number (out of 20) heard as er
col15= Signal heard predominately as this vowel

Note: An asterisk to the far right means that the majority vote was
      for a vowel other than that intended by the talker.

Filename    %ID   iy  ih  ei  eh  ae  ah  aw  oa  oo  uw  uh  er Vote
w44oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w44uh.w     70.0   0   0   0   0   0   0   6   0   0   0  14   0  uh
w44uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w45ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w45ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w45aw.w     95.0   0   0   0   0   0   0  19   0   0   1   0   0  aw
w45eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w45ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w45er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w45ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w45iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w45oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w45oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w45uh.w     55.0   0   0   0   0   0   6   2   0   0   1  11   0  uh
w45uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w46ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w46ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w46aw.w     40.0   0   0   0   0   0  12   8   0   0   0   0   0  ah *
w46eh.w     95.0   0   0   0  19   1   0   0   0   0   0   0   0  eh
w46ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w46er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w46ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w46iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w46oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w46oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w46uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w46uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w47ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
w47ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w47aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w47eh.w     75.0   0   0   0  15   5   0   0   0   0   0   0   0  eh
w47ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w47er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w47ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w47iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w47oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w47oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w47uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w47uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w48ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
w48ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
w48aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w48eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w48ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w48er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w48ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w48iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w48oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w48oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w48uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w48uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
w49ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w49ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w49aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
w49eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
w49ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w49er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w49ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w49iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w49oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w49oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
w49uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
w49uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
w50ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
w50ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
w50aw.w     90.0   0   0   0   0   0   2  18   0   0   0   0   0  aw
w50eh.w     95.0   0   0   1  19   0   0   0   0   0   0   0   0  eh
w50ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
w50er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
w50ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
w50iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
w50oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
w50oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
w50uh.w     80.0   0   0   0   0   0   2   2   0   0   0  16   0  uh
w50uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b01ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
b01ah.w     95.0   0   0   0   0   0  19   0   0   1   0   0   0  ah
b01aw.w     10.0   0   0   0   0   0   9   2   0   0   0   9   0  ah *
b01eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b01ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b01er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b01ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
b01iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b01oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b01oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
b01uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
b01uw.w     90.0   0   0   0   0   0   0   0   0   2  18   0   0  uw
b02ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b02ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
b02aw.w     85.0   0   0   0   0   0   3  17   0   0   0   0   0  aw
b02eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b02ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b02er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b02ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b02iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b02oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b02oo.w     95.0   1   0   0   0   0   0   0   0  19   0   0   0  oo
b02uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
b02uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b03ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b03ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
b03aw.w     20.0   0   0   0   0   0  16   4   0   0   0   0   0  ah *
b03eh.w     90.0   0   0   0  18   2   0   0   0   0   0   0   0  eh
b03ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b03er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b03ih.w     90.0   0  18   0   2   0   0   0   0   0   0   0   0  ih
b03iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b03oa.w     90.0   0   0   0   0   0   0   0  18   1   0   0   1  oa
b03oo.w     85.0   0   0   0   1   0   0   0   0  17   0   0   2  oo
b03uh.w     55.0   0   0   0   0   0   9   0   0   0   0  11   0  uh
b03uw.w     40.0   0   9   0   1   0   0   0   0   0   8   0   2  ih *
b04ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b04ah.w     95.0   0   0   0   0   0  19   0   0   0   0   1   0  ah
b04aw.w     85.0   0   0   0   0   0   2  17   0   0   0   1   0  aw
b04eh.w     55.0   0   0   0  11   9   0   0   0   0   0   0   0  eh
b04ei.w     80.0   0   0  16   3   1   0   0   0   0   0   0   0  ei
b04er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b04ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
b04iy.w     95.0  19   0   1   0   0   0   0   0   0   0   0   0  iy
b04oa.w     95.0   0   0   0   0   0   0   1  19   0   0   0   0  oa
b04oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
b04uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
b04uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b05ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b05ah.w     95.0   0   0   0   0   0  19   0   0   0   0   1   0  ah
b05aw.w     85.0   0   0   0   0   0   0  17   0   0   0   3   0  aw
b05eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b05ei.w     95.0   0   1  19   0   0   0   0   0   0   0   0   0  ei
b05er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b05ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b05iy.w     95.0  19   1   0   0   0   0   0   0   0   0   0   0  iy
b05oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b05oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
b05uh.w     80.0   0   0   0   0   0   0   0   0   4   0  16   0  uh
b05uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b07ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
b07ah.w     80.0   0   0   0   0   0  16   1   0   0   0   3   0  ah
b07aw.w     65.0   0   0   0   0   0   7  13   0   0   0   0   0  aw
b07eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b07ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b07er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b07ih.w     95.0   0  19   1   0   0   0   0   0   0   0   0   0  ih
b07iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b07oa.w     55.0   0   0   0   0   0   1   1  11   4   0   0   3  oa
b07oo.w     95.0   0   0   0   0   0   0   0   0  19   0   1   0  oo
b07uh.w     90.0   0   0   0   0   0   0   1   0   0   0  18   1  uh
b07uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b08ae.w     70.0   0   0   0   6  14   0   0   0   0   0   0   0  ae
b08ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
b08aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
b08eh.w     90.0   0   2   0  18   0   0   0   0   0   0   0   0  eh
b08ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b08er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b08ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b08iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b08oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b08oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
b08uh.w     85.0   0   0   0   0   0   2   1   0   0   0  17   0  uh
b08uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b09ae.w     95.0   0   0   0   0  19   1   0   0   0   0   0   0  ae
b09ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
b09aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
b09eh.w     95.0   0   0   0  19   1   0   0   0   0   0   0   0  eh
b09ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b09er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b09ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b09iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b09oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b09oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
b09uh.w     90.0   0   0   0   0   0   0   0   0   2   0  18   0  uh
b09uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b10ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b10ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
b10aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
b10eh.w     90.0   0   0   0  18   2   0   0   0   0   0   0   0  eh
b10ei.w     95.0   0   0  19   1   0   0   0   0   0   0   0   0  ei
b10er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b10ih.w     80.0   0  16   2   2   0   0   0   0   0   0   0   0  ih
b10iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b10oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b10oo.w     80.0   0   0   0   0   0   0   0   0  16   1   1   2  oo
b10uh.w     45.0   0   0   0   0   0   0   1   0  10   0   9   0  oo *
b10uw.w     90.0   0   0   0   0   0   0   0   0   2  18   0   0  uw
b11ae.w     95.0   0   0   0   0  19   1   0   0   0   0   0   0  ae
b11ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
b11aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
b11eh.w     90.0   0   0   0  18   1   0   0   0   0   0   1   0  eh
b11ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b11er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b11ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
b11iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b11oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b11oo.w     95.0   0   0   0   0   0   0   0   0  19   1   0   0  oo
b11uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
b11uw.w     65.0   0   0   0   0   0   0   0   0   7  13   0   0  uw
b12ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
b12ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
b12aw.w     25.0   0   0   0   0   0   7   5   0   0   0   8   0  uh *
b12eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b12ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b12er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b12ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b12iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b12oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b12oo.w     95.0   0   0   0   0   0   0   0   0  19   0   1   0  oo
b12uh.w     85.0   0   0   0   0   0   1   2   0   0   0  17   0  uh
b12uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
b13ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b13ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
b13aw.w     90.0   0   0   0   0   0   2  18   0   0   0   0   0  aw
b13eh.w     95.0   0   0   0  19   1   0   0   0   0   0   0   0  eh
b13ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b13er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b13ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
b13iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b13oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b13oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
b13uh.w     85.0   0   0   0   0   0   0   0   0   3   0  17   0  uh
b13uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b14ae.w     95.0   0   0   0   0  19   1   0   0   0   0   0   0  ae
b14ah.w     95.0   0   0   0   0   0  19   1   0   0   0   0   0  ah
b14aw.w     70.0   0   0   0   0   0   4  14   0   0   0   1   1  aw
b14eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b14ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b14er.w     95.0   0   0   0   0   0   0   0   0   0   0   1  19  er
b14ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
b14iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b14oa.w     95.0   0   0   1   0   0   0   0  19   0   0   0   0  oa
b14oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
b14uh.w     90.0   0   0   0   0   0   1   0   0   1   0  18   0  uh
b14uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b15ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
b15ah.w     85.0   0   0   0   1   0  17   0   0   1   0   1   0  ah
b15aw.w     95.0   0   0   0   0   0   1  19   0   0   0   0   0  aw
b15eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b15ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b15er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b15ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b15iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b15oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b15oo.w     90.0   0   0   0   0   0   0   0   0  18   2   0   0  oo
b15uh.w     25.0   0   0   0   0   0   0   0   4  11   0   5   0  oo *
b15uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b16ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b16ah.w     55.0   0   0   0   0   0  11   9   0   0   0   0   0  ah
b16aw.w     90.0   0   0   0   0   0   1  18   0   0   0   1   0  aw
b16eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b16ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b16er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b16ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b16iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b16oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b16oo.w     90.0   0   0   0   0   0   0   0   0  18   0   1   1  oo
b16uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
b16uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b17ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b17ah.w     95.0   1   0   0   0   0  19   0   0   0   0   0   0  ah
b17aw.w     80.0   0   0   0   0   0   4  16   0   0   0   0   0  aw
b17eh.w     90.0   0   0   0  18   0   1   0   0   0   0   1   0  eh
b17ei.w     90.0   0   2  18   0   0   0   0   0   0   0   0   0  ei
b17er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b17ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b17iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b17oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b17oo.w     95.0   0   0   0   0   0   0   0   0  19   0   1   0  oo
b17uh.w     65.0   0   0   0   0   0   0   0   0   7   0  13   0  uh
b17uw.w     90.0   0   0   0   0   0   0   0   0   2  18   0   0  uw
b18ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b18ah.w     95.0   0   0   0   0   0  19   0   1   0   0   0   0  ah
b18aw.w     80.0   0   0   0   0   0   4  16   0   0   0   0   0  aw
b18eh.w     95.0   0   0   0  19   0   0   0   0   0   0   1   0  eh
b18ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b18er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b18ih.w     90.0   0  18   1   1   0   0   0   0   0   0   0   0  ih
b18iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b18oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b18oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
b18uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
b18uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b19ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b19ah.w     55.0   0   0   0   0   9  11   0   0   0   0   0   0  ah
b19aw.w     55.0   0   0   0   0   0   9  11   0   0   0   0   0  aw
b19eh.w     95.0   0   1   0  19   0   0   0   0   0   0   0   0  eh
b19ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b19er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b19ih.w     90.0   0  18   0   2   0   0   0   0   0   0   0   0  ih
b19iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b19oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b19oo.w     90.0   0   0   0   0   0   0   0   0  18   1   1   0  oo
b19uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
b19uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b21ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b21ah.w    100.0   0   0   0   0   0  20   0   0   0   0   0   0  ah
b21aw.w     80.0   0   0   0   0   0   4  16   0   0   0   0   0  aw
b21eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b21ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b21er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b21ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b21iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b21oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b21oo.w     95.0   0   0   0   0   0   0   0   0  19   0   0   1  oo
b21uh.w     85.0   0   0   0   0   0   1   0   0   2   0  17   0  uh
b21uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b22ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b22ah.w     85.0   0   0   0   0   0  17   2   0   0   0   1   0  ah
b22aw.w     30.0   0   0   0   0   0   0   6   0   0   0  14   0  uh *
b22eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b22ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b22er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b22ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b22iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b22oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b22oo.w     95.0   0   0   0   0   0   0   0   0  19   0   1   0  oo
b22uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
b22uw.w     95.0   0   0   0   0   0   0   0   0   1  19   0   0  uw
b23ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b23ah.w     90.0   0   0   0   0   0  18   2   0   0   0   0   0  ah
b23aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
b23eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b23ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b23er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b23ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b23iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b23oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b23oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
b23uh.w     95.0   0   0   0   0   0   0   1   0   0   0  19   0  uh
b23uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b24ae.w     90.0   0   0   0   2  18   0   0   0   0   0   0   0  ae
b24ah.w     85.0   0   0   0   0   0  17   3   0   0   0   0   0  ah
b24aw.w     90.0   0   0   0   0   0   2  18   0   0   0   0   0  aw
b24eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b24ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b24er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b24ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b24iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b24oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b24oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
b24uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
b24uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b25ae.w     95.0   0   0   0   1  19   0   0   0   0   0   0   0  ae
b25ah.w     95.0   0   0   0   0   0  19   0   0   0   0   1   0  ah
b25aw.w    100.0   0   0   0   0   0   0  20   0   0   0   0   0  aw
b25eh.w     90.0   0   0   0  18   2   0   0   0   0   0   0   0  eh
b25ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b25er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b25ih.w    100.0   0  20   0   0   0   0   0   0   0   0   0   0  ih
b25iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b25oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b25oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
b25uh.w    100.0   0   0   0   0   0   0   0   0   0   0  20   0  uh
b25uw.w    100.0   0   0   0   0   0   0   0   0   0  20   0   0  uw
b26ae.w    100.0   0   0   0   0  20   0   0   0   0   0   0   0  ae
b26ah.w     55.0   0   0   0   0   0  11   9   0   0   0   0   0  ah
b26aw.w     70.0   0   0   0   0   0   3  14   0   0   0   3   0  aw
b26eh.w    100.0   0   0   0  20   0   0   0   0   0   0   0   0  eh
b26ei.w    100.0   0   0  20   0   0   0   0   0   0   0   0   0  ei
b26er.w    100.0   0   0   0   0   0   0   0   0   0   0   0  20  er
b26ih.w     95.0   0  19   0   1   0   0   0   0   0   0   0   0  ih
b26iy.w    100.0  20   0   0   0   0   0   0   0   0   0   0   0  iy
b26oa.w    100.0   0   0   0   0   0   0   0  20   0   0   0   0  oa
b26oo.w    100.0   0   0   0   0   0   0   0   0  20   0   0   0  oo
